schema_version,strategy_id,strategy_version,rank,symbol,name,sector,total_score,trend_score,startup_score,sector_score,market_score,decision,continuation,buy_model,notes,risks,hard_rejects,plan
1,v1_trend_startup,v1_0,1,688629,华丰科技,科创板,97,40,25,25,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,2,688126,沪硅产业,科创板,95,40,25,23,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,3,688048,长光华芯,科创板,92,35,25,25,7,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,4,688008,澜起科技,科创板,91,40,21,23,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,5,688012,中微公司,科创板,91,40,21,23,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,6,688041,海光信息,科创板,91,40,21,23,7,强参与,强延续,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,7,688521,芯原股份,科创板,91,40,21,23,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线；近5日涨幅27.5%偏高，追高风险增加,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,8,688766,普冉股份,科创板,91,40,21,23,7,强参与,强延续,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,9,688981,中芯国际,科创板,91,40,21,23,7,强参与,强延续,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,10,300088,长信科技,创业板,88,40,21,20,7,强参与,强延续,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块排名不够靠前；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,11,688256,寒武纪,科创板,88,35,21,25,7,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,12,300054,鼎龙股份,创业板,86,40,21,18,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,13,300223,北京君正,创业板,86,40,21,18,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；近5日涨幅25.6%偏高，追高风险增加,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,14,300285,国瓷材料,创业板,86,40,21,18,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,15,300346,南大光电,创业板,86,40,21,18,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；近5日涨幅27.1%偏高，追高风险增加,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,16,300604,长川科技,创业板,86,40,21,18,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；近5日涨幅25.9%偏高，追高风险增加,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,17,300666,江丰电子,创业板,86,40,21,18,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,18,301308,江波龙,创业板,86,40,21,18,7,强参与,强延续,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,19,301526,国际复材,创业板,86,40,21,18,7,强参与,强延续,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,20,688110,东芯股份,科创板,86,35,21,23,7,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,21,688525,佰维存储,科创板,86,35,21,23,7,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,22,688347,华虹宏力,科创板,85,40,15,23,7,强参与,分歧转强观察,平台突破买点,中期结构清晰：平台突破,缺少放量阳线启动；回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,23,300975,商络电子,创业板,83,35,21,20,7,强参与,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,存在长上影或冲高回落；板块排名不够靠前；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,24,300408,三环集团,创业板,82,40,17,18,7,强参与,强转弱风险,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；存在长上影或冲高回落；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,25,688146,中船特气,科创板,82,35,17,23,7,强参与,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；存在长上影或冲高回落；个股可能不是板块前排；指数未确认站上5日线和10日线,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,26,300857,协创数据,创业板,79,35,17,20,7,轻仓试错,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；存在长上影或冲高回落；板块排名不够靠前；指数未确认站上5日线和10日线,,1成仓试错；只做确认买点，不追高开和连续加速。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,27,301396,宏景科技,创业板,79,35,17,20,7,轻仓试错,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；存在长上影或冲高回落；板块排名不够靠前；指数未确认站上5日线和10日线,,1成仓试错；只做确认买点，不追高开和连续加速。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,28,300475,香农芯创,创业板,77,35,17,18,7,轻仓试错,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；存在长上影或冲高回落；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,1成仓试错；只做确认买点，不追高开和连续加速。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,29,300136,信维通信,创业板,69,27,17,18,7,轻仓试错,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,20日线未确认向上；回调缩量未确认；存在长上影或冲高回落；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,1成仓试错；只做确认买点，不追高开和连续加速。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,30,000725,京东方Ａ,深市主板,85,40,25,13,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,31,002129,TCL中环,深市主板,83,40,25,11,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,32,605358,立昂微,沪市主板,83,40,25,11,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,33,000021,深科技,深市主板,81,40,21,13,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日涨幅26.1%偏高，追高风险增加；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,34,000100,TCL科技,深市主板,81,40,21,13,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,35,002185,华天科技,深市主板,81,40,21,13,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,36,002407,多氟多,深市主板,81,40,21,13,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,37,002409,雅克科技,深市主板,81,40,21,13,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日涨幅25.6%偏高，追高风险增加；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,38,600460,士兰微,沪市主板,81,40,21,13,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,39,600552,凯盛科技,沪市主板,81,40,21,13,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,40,002080,中材科技,深市主板,79,40,21,11,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,41,002371,北方华创,深市主板,79,40,21,11,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,42,002428,云南锗业,深市主板,79,40,21,11,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,43,600160,巨化股份,沪市主板,79,40,21,11,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,44,600584,长电科技,沪市主板,79,40,21,11,7,只观察,分歧转强观察,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,45,600667,XD太极实,沪市主板,79,40,21,11,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；近5日涨幅28.6%偏高，追高风险增加；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,46,603259,药明康德,沪市主板,79,40,21,11,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破、强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,47,603986,兆易创新,沪市主板,79,40,21,11,7,只观察,分歧转强观察,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：收盘站稳平台上沿，或次日不低开且回踩平台不破。 止损：跌回平台内部、跌破突破K低点、跌破5日线无法收回。
1,v1_trend_startup,v1_0,48,688313,仕佳光子,科创板,77,35,10,25,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,49,600176,中国巨石,沪市主板,76,35,21,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,50,603005,晶方科技,沪市主板,76,35,21,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,51,603019,中科曙光,沪市主板,76,35,21,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
