schema_version,strategy_id,strategy_version,rank,symbol,name,sector,total_score,trend_score,startup_score,sector_score,market_score,decision,continuation,buy_model,notes,risks,hard_rejects,plan
1,v1_trend_startup,v1_0,52,603083,剑桥科技,沪市主板,76,35,21,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,53,000988,华工科技,深市主板,74,35,19,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,54,002463,沪电股份,深市主板,74,40,14,13,7,只观察,分歧转强观察,趋势回踩买点,中期结构清晰：趋势回踩,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：回踩5/10/20日线缩量企稳，并出现放量反包。 止损：跌破10日线、跌破启动阳线低点、放量阴线破位。
1,v1_trend_startup,v1_0,55,600703,三安光电,沪市主板,74,35,21,11,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,56,002008,大族激光,深市主板,72,35,17,13,7,只观察,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；存在长上影或冲高回落；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,57,300433,蓝思科技,创业板,72,35,10,20,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,58,300502,新易盛,创业板,72,35,10,20,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,59,688498,源杰科技,科创板,71,35,4,25,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,60,002156,通富微电,深市主板,70,35,15,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,61,300059,东方财富,创业板,70,35,10,18,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,62,301217,铜冠铜箔,创业板,70,35,10,18,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,63,601869,长飞光纤,沪市主板,70,35,15,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,64,000960,锡业股份,深市主板,69,35,16,11,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,5日线未确认向上；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线；板块分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,65,300570,太辰光,创业板,66,35,4,20,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,66,002600,领益智造,深市主板,65,35,10,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,67,600105,永鼎股份,沪市主板,65,35,10,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,68,600378,昊华科技,沪市主板,65,35,10,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,69,600522,中天科技,沪市主板,65,35,10,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,70,600549,厦门钨业,沪市主板,65,35,10,13,7,只观察,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线；近5日启动分低于参与线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,71,300620,光库科技,创业板,64,35,4,18,7,只观察,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；存在长上影或冲高回落；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,72,000657,中钨高新,深市主板,63,35,10,11,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,73,002384,东山精密,深市主板,63,35,8,13,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,74,002916,深南电路,深市主板,63,35,8,13,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,75,600030,中信证券,沪市主板,63,35,10,11,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,76,600498,烽火通信,沪市主板,63,35,10,11,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,77,002281,光迅科技,深市主板,59,35,4,13,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,78,002436,兴森科技,深市主板,59,35,4,13,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,79,002491,通鼎互联,深市主板,57,35,4,11,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,80,600183,生益科技,沪市主板,57,35,4,11,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,81,600487,亨通光电,沪市主板,57,35,4,11,7,只观察,弱延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,82,002851,麦格米特,深市主板,55,35,0,13,7,只观察,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；存在长上影或冲高回落；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,加入观察池；等待放量突破、缩量回踩确认或板块重新走强。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,83,688120,华海清科,科创板,91,40,21,23,7,回避,强转弱风险,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；个股可能不是板块前排；指数未确认站上5日线和10日线,近5日涨幅34.5%过度透支,不参与；等待趋势、启动和板块重新满足条件。 硬性原因：近5日涨幅34.5%过度透支
1,v1_trend_startup,v1_0,84,300398,飞凯材料,创业板,86,40,21,18,7,回避,强转弱风险,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,近5日涨幅31.5%过度透支,不参与；等待趋势、启动和板块重新满足条件。 硬性原因：近5日涨幅31.5%过度透支
1,v1_trend_startup,v1_0,85,002049,紫光国微,深市主板,81,40,21,13,7,回避,强转弱风险,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,20日平均成交额不足3.0十亿,不参与；等待趋势、启动和板块重新满足条件。 硬性原因：20日平均成交额不足3.0十亿
1,v1_trend_startup,v1_0,86,601636,旗滨集团,沪市主板,81,40,21,13,7,回避,强转弱风险,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,20日平均成交额不足3.0十亿,不参与；等待趋势、启动和板块重新满足条件。 硬性原因：20日平均成交额不足3.0十亿
1,v1_trend_startup,v1_0,87,600206,有研新材,沪市主板,79,40,21,11,7,回避,强转弱风险,平台突破买点,中期结构清晰：平台突破,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,近5日涨幅41.7%过度透支,不参与；等待趋势、启动和板块重新满足条件。 硬性原因：近5日涨幅41.7%过度透支
1,v1_trend_startup,v1_0,88,001309,德明利,深市主板,74,35,21,11,7,回避,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,近5日涨幅31.6%过度透支,不参与；等待趋势、启动和板块重新满足条件。 硬性原因：近5日涨幅31.6%过度透支
1,v1_trend_startup,v1_0,89,688017,绿的谐波,科创板,62,22,8,25,7,回避,弱延续,等待放量突破或回踩确认,,股价未确认站上20日线；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,90,300394,天孚通信,创业板,59,22,10,20,7,回避,弱延续,等待放量突破或回踩确认,,股价未确认站上20日线；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,91,300308,中际旭创,创业板,53,22,4,20,7,回避,弱延续,等待放量突破或回踩确认,,股价未确认站上20日线；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,92,301511,德福科技,创业板,51,22,4,18,7,回避,弱延续,等待放量突破或回踩确认,,股价未确认站上20日线；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块排名不够靠前；个股可能不是板块前排；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,93,601138,工业富联,沪市主板,50,22,8,13,7,回避,弱延续,等待放量突破或回踩确认,,股价未确认站上20日线；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,94,000977,浪潮信息,深市主板,49,19,10,13,7,回避,无交易价值,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未确认站上60日线；20日线未确认向上；近5日低点未确认抬高；5日线未确认向上；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,95,603629,利通电子,沪市主板,44,14,10,13,7,回避,无交易价值,等待放量突破或回踩确认,,股价未确认站上20日线；20日线未确认向上；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,96,601991,大唐发电,沪市主板,42,14,8,13,7,回避,无交易价值,等待放量突破或回踩确认,,股价未确认站上20日线；20日线未确认向上；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,97,300476,胜宏科技,创业板,41,6,8,20,7,回避,无交易价值,等待放量突破或回踩确认,,股价未确认站上20日线；股价未确认站上60日线；20日线未确认向上；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,98,002938,鹏鼎控股,深市主板,38,14,4,13,7,回避,无交易价值,等待放量突破或回踩确认,,股价未确认站上20日线；20日线未确认向上；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；缺少放量阳线启动；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,99,000938,紫光股份,深市主板,36,6,10,13,7,回避,无交易价值,等待放量突破或回踩确认,,股价未确认站上20日线；股价未确认站上60日线；20日线未确认向上；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,100,002475,立讯精密,深市主板,36,6,10,13,7,回避,无交易价值,等待放量突破或回踩确认,,股价未确认站上20日线；股价未确认站上60日线；20日线未确认向上；缺少平台突破、趋势回踩或再启动结构；近5日低点未确认抬高；5日线未确认向上；股价未站稳5日线；回调缩量未确认；板块近2-3日未确认强于大盘；板块排名不够靠前；指数未确认站上5日线和10日线,,不参与；等待趋势、启动和板块重新满足条件。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
